Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
4118,2808,253,15,0,0,1921,184,249,202,1068,54.4,191.68,1077.05,34.65,Type_13,Area_3,Type_1
4163,3052,195,16,361,72,1660,216,251,165,3598,62.93,329.76,178.26,53.36,Type_22,Area_1,Type_1
4209,2903,337,31,256,54,270,138,181,173,1661,35.16,172.68,242.55,59.07,Type_30,Area_1,Type_1
4262,2932,339,24,60,14,384,161,198,171,2278,83.0,153.82,438.15,54.32,Type_29,Area_1,Type_1
4374,2894,357,10,30,0,780,205,222,155,2701,53.87,244.44,575.95,18.03,Type_22,Area_1,Type_1
4375,2978,347,38,218,105,277,123,152,149,2003,60.7,271.05,1041.19,53.79,Type_30,Area_1,Type_1
4422,3032,99,7,42,3,2512,233,230,130,3952,87.4,321.51,134.89,46.31,Type_23,Area_1,Type_1
4464,2973,150,17,134,41,1339,240,237,121,3271,38.11,304.59,1009.7,23.4,Type_22,Area_1,Type_1
4472,2873,1,11,90,46,1950,204,219,152,1189,89.49,196.72,912.8,35.29,Type_23,Area_3,Type_1
4510,3075,91,20,0,0,2758,246,204,79,3918,86.49,345.75,590.39,42.76,Type_22,Area_1,Type_1
4524,2862,43,12,420,20,2640,222,213,124,908,65.82,295.04,112.23,9.58,Type_31,Area_3,Type_1
4567,2942,131,19,42,14,1271,247,227,101,3195,45.37,286.87,482.62,34.83,Type_22,Area_1,Type_1
4626,2995,48,6,30,0,2236,223,226,139,4155,70.95,358.91,196.12,31.57,Type_23,Area_1,Type_1
4713,3095,50,21,42,1,2777,224,189,89,4011,45.4,313.14,615.08,61.84,Type_22,Area_1,Type_1
4714,3087,17,32,495,216,495,177,158,101,1852,75.13,441.42,907.77,7.55,Type_30,Area_1,Type_1
4760,2962,153,7,30,0,1622,229,241,144,3544,89.33,168.89,1094.21,17.92,Type_23,Area_1,Type_1
4859,3169,359,21,67,11,3118,184,197,146,3886,85.06,177.0,247.15,15.69,Type_22,Area_1,Type_1
4860,2983,26,13,60,7,1926,213,211,132,3850,83.25,282.62,268.16,57.27,Type_23,Area_1,Type_1
4917,3180,359,20,108,22,3095,186,199,147,3928,49.67,323.89,922.12,49.01,Type_22,Area_1,Type_1
4918,3009,285,31,297,110,891,119,222,234,2704,52.32,220.73,664.17,52.09,Type_29,Area_1,Type_1
4919,3144,34,28,600,271,618,203,167,83,1879,75.59,418.4,657.86,30.83,Type_30,Area_1,Type_1
4924,2877,45,12,234,35,2377,223,213,122,1205,82.85,236.78,653.08,60.68,Type_24,Area_3,Type_1
4999,2979,28,25,108,31,1678,202,178,101,3581,78.94,173.44,161.66,5.41,Type_29,Area_1,Type_1
5084,3086,29,30,277,100,2230,194,160,84,4147,44.39,193.94,1184.36,40.71,Type_29,Area_1,Type_1
5085,2925,349,5,30,1,1365,211,232,159,3226,41.7,410.31,483.39,14.26,Type_23,Area_1,Type_1
5202,2905,51,9,301,16,2372,225,220,128,1414,88.98,300.23,1040.09,29.6,Type_24,Area_3,Type_1
5245,2974,332,14,297,56,1230,187,222,174,3014,73.04,190.18,394.69,26.76,Type_22,Area_1,Type_1
5252,2900,122,7,240,11,2308,233,234,134,1461,88.0,274.86,871.37,26.77,Type_24,Area_3,Type_1
5358,2973,311,14,234,44,1401,181,229,188,3187,88.65,331.9,873.2,7.39,Type_22,Area_1,Type_1
5360,2944,35,18,360,55,2379,215,197,112,1513,59.9,253.17,1110.64,39.68,Type_32,Area_3,Type_1
5530,2871,129,16,175,61,175,244,229,109,1154,47.56,358.69,879.55,43.92,Type_29,Area_1,Type_1
5556,3012,293,13,306,73,1530,182,237,194,3261,72.62,195.33,807.82,64.6,Type_22,Area_1,Type_1
5557,3122,295,23,335,18,1317,150,227,214,2940,36.75,260.14,1003.52,62.43,Type_29,Area_1,Type_1
5635,3047,113,24,655,242,677,252,208,69,1681,41.05,301.75,551.83,55.66,Type_30,Area_1,Type_1
5690,2975,99,34,524,170,547,252,172,0,1560,68.76,394.41,436.83,47.17,Type_30,Area_1,Type_1
5692,2849,27,6,30,4,2429,217,226,145,543,39.41,317.6,138.11,49.87,Type_23,Area_3,Type_1
5710,3100,310,16,513,57,1549,176,228,191,3159,84.42,448.03,294.39,32.03,Type_29,Area_1,Type_1
5736,2995,328,7,182,12,1767,203,232,168,3462,70.96,264.23,585.64,32.66,Type_23,Area_1,Type_1
5737,3105,308,14,503,62,1574,180,230,190,3174,67.72,304.63,139.02,47.04,Type_29,Area_1,Type_1
5738,3200,301,22,391,87,1489,153,224,209,3021,45.97,289.84,134.48,15.67,Type_30,Area_1,Type_1
5779,3114,303,14,474,47,1626,180,232,193,3206,79.38,216.61,1064.77,37.09,Type_29,Area_1,Type_1
5780,3295,261,19,150,71,1380,169,246,213,2529,44.1,301.1,205.35,9.79,Type_39,Area_1,Type_1
5808,3173,279,38,492,56,1597,93,215,245,3120,88.88,161.49,136.7,11.2,Type_29,Area_1,Type_1
5809,3259,343,9,242,71,1480,202,226,163,2874,67.78,164.55,595.24,32.02,Type_39,Area_1,Type_1
5838,3083,300,31,342,40,1739,121,211,222,3339,54.66,433.42,457.32,21.32,Type_29,Area_1,Type_1
5863,3039,321,29,234,-1,1831,135,199,197,3457,30.45,192.32,1195.1,58.15,Type_22,Area_1,Type_1
5975,3154,144,16,190,49,1019,241,235,118,2101,47.35,423.47,518.34,11.22,Type_29,Area_1,Type_1
5999,3064,351,19,42,17,2118,183,205,157,3310,59.12,234.54,656.72,19.91,Type_22,Area_1,Type_1
6000,2881,4,7,30,4,2483,211,227,153,234,38.96,337.7,464.7,45.1,Type_23,Area_3,Type_1
6021,3238,297,25,481,95,1840,142,222,217,3276,55.08,384.98,382.35,24.6,Type_29,Area_1,Type_1
6022,3309,357,14,306,82,1697,197,213,153,2821,81.2,173.91,861.24,44.45,Type_39,Area_1,Type_1
6023,2889,299,12,30,8,2525,186,235,189,170,81.37,192.32,544.91,11.28,Type_23,Area_3,Type_1
6042,3318,8,15,408,91,1761,202,209,143,3004,37.63,173.39,554.62,45.66,Type_39,Area_1,Type_1
6043,2886,20,6,30,1,2458,216,227,148,201,55.65,372.89,104.52,21.31,Type_23,Area_3,Type_1
6056,3081,344,19,30,14,2105,179,207,165,3248,59.58,367.67,1139.28,55.44,Type_22,Area_1,Type_1
6098,3212,76,21,330,107,1260,240,196,76,2408,81.15,445.25,508.53,63.34,Type_29,Area_1,Type_1
6114,3114,106,23,242,83,2737,251,206,71,3065,62.69,389.8,911.25,42.36,Type_29,Area_1,Type_1
6115,3087,127,25,192,57,2694,252,214,73,3062,46.18,367.62,911.02,5.74,Type_29,Area_1,Type_1
6167,3272,341,21,297,51,2112,170,203,169,3124,54.44,373.11,285.17,5.83,Type_39,Area_1,Type_1
6181,3101,313,9,150,-1,2388,196,233,177,2984,65.61,301.12,1178.16,5.22,Type_22,Area_1,Type_1
6197,3237,120,36,351,41,3127,253,185,26,2965,44.61,219.64,742.43,54.88,Type_39,Area_1,Type_1
6198,2908,229,5,0,0,2353,212,245,169,277,80.53,200.14,132.5,42.27,Type_23,Area_3,Type_1
6221,3047,74,12,120,5,706,234,217,114,1934,77.91,207.31,601.31,15.75,Type_29,Area_1,Type_1
6235,2938,72,32,42,-8,430,237,163,32,1678,52.72,226.8,415.72,61.97,Type_29,Area_1,Type_1
6236,2910,356,8,42,2,2308,208,226,156,342,80.59,194.7,882.11,61.89,Type_23,Area_3,Type_1
6249,3302,100,24,323,104,1723,251,201,65,2914,73.21,352.34,614.08,8.32,Type_39,Area_1,Type_1
6263,3226,121,19,242,64,1549,249,221,92,2751,39.4,175.09,731.22,59.48,Type_29,Area_1,Type_1
6281,3093,315,31,234,63,2689,126,199,206,2770,79.61,309.35,1039.68,12.55,Type_24,Area_1,Type_1
6338,3170,138,14,60,8,1397,241,234,120,2624,41.4,340.69,485.98,14.4,Type_29,Area_1,Type_1
6339,3037,109,19,85,27,778,248,216,88,2028,57.64,348.78,540.39,11.46,Type_29,Area_1,Type_1
6352,3269,63,24,190,31,3692,233,183,70,2852,61.09,169.79,432.56,64.88,Type_39,Area_1,Type_1
6356,2839,43,11,108,15,834,222,217,128,2501,88.11,302.03,429.35,19.17,Type_11,Area_3,Type_1
6363,3206,152,11,443,74,319,234,240,136,937,44.41,176.2,306.95,17.91,Type_32,Area_3,Type_1
6366,2887,90,6,446,8,1020,230,230,134,2574,64.93,431.03,821.61,43.27,Type_32,Area_3,Type_1
6372,3387,63,1,335,105,2148,220,236,153,2790,50.3,383.81,194.71,16.08,Type_40,Area_1,Type_1
6373,3141,124,16,351,70,484,245,227,106,708,86.13,367.76,885.43,54.12,Type_32,Area_3,Type_1
6374,3118,113,14,268,47,481,243,226,109,659,84.73,435.57,439.85,5.18,Type_32,Area_3,Type_1
6383,2977,96,7,362,37,1978,232,229,129,745,31.67,398.0,739.73,51.31,Type_32,Area_3,Type_1
6384,3030,108,5,95,7,3043,228,234,141,1356,44.8,150.75,966.1,20.12,Type_32,Area_3,Type_1
6387,2881,33,8,446,23,1132,219,222,139,2707,63.44,415.42,459.28,22.5,Type_32,Area_3,Type_1
6395,3338,9,24,134,45,2542,185,184,129,2644,89.44,330.11,657.33,46.77,Type_39,Area_1,Type_1
6396,3190,115,9,492,58,382,236,232,127,882,46.67,294.68,436.17,27.48,Type_31,Area_3,Type_1
6401,3076,123,18,134,21,3294,247,224,98,2520,71.05,159.47,996.01,52.79,Type_29,Area_1,Type_1
6402,2844,66,21,108,49,127,235,192,78,1237,82.95,443.1,1188.68,41.56,Type_29,Area_1,Type_1
6414,3157,307,27,120,35,2971,138,213,211,2467,53.76,425.63,1137.79,27.16,Type_24,Area_1,Type_1
6415,3027,25,11,324,55,2271,215,216,137,2144,41.95,183.18,341.58,9.07,Type_32,Area_3,Type_1
6423,3078,116,8,201,36,641,235,232,129,430,33.49,408.01,947.95,45.21,Type_31,Area_3,Type_1
6436,3022,37,12,309,95,2144,219,214,128,2305,63.73,234.23,393.35,9.03,Type_32,Area_3,Type_1
6448,3116,130,22,30,-6,3544,249,222,89,2452,59.05,214.01,895.36,11.35,Type_29,Area_1,Type_1
6449,2943,67,23,324,143,342,235,188,73,1368,33.82,292.33,405.11,17.81,Type_29,Area_1,Type_1
6450,2964,274,12,0,0,2644,187,243,195,779,63.1,408.99,906.01,22.23,Type_33,Area_3,Type_1
6456,3385,324,31,255,31,2816,127,189,193,2416,41.47,332.89,225.57,57.95,Type_39,Area_1,Type_1
6457,3316,40,15,134,34,1956,220,206,117,2659,66.93,291.12,137.15,21.5,Type_39,Area_1,Type_1
6458,3020,57,23,450,21,537,229,185,78,1565,54.34,279.0,1020.09,13.02,Type_29,Area_1,Type_1
6470,3383,307,39,192,65,2881,90,186,222,2372,75.98,205.04,497.18,62.59,Type_39,Area_1,Type_1
6473,2970,79,15,67,8,1950,239,211,99,2561,68.85,332.77,550.62,46.54,Type_23,Area_3,Type_1
6479,3065,335,7,30,4,3378,205,231,165,2296,61.69,442.87,797.59,36.35,Type_23,Area_1,Type_1
6480,3092,11,24,42,8,1155,186,183,125,2207,37.61,381.7,479.26,62.39,Type_29,Area_1,Type_1
6483,3025,90,14,247,56,2156,241,216,101,2374,67.35,368.27,784.28,53.88,Type_32,Area_3,Type_1
6489,3448,320,35,212,55,2810,110,183,201,2337,55.46,243.88,965.56,23.42,Type_40,Area_1,Type_1
6496,3089,152,14,95,17,3675,236,240,131,2316,37.84,244.66,385.66,22.62,Type_29,Area_1,Type_1
6498,3035,150,11,0,0,853,235,240,134,218,31.55,163.94,438.27,12.92,Type_23,Area_3,Type_1
6502,3487,14,28,390,53,2599,182,172,115,2324,34.8,208.2,1062.66,39.74,Type_40,Area_1,Type_1
6521,3089,336,11,120,22,3463,194,225,169,2140,43.54,441.05,572.97,55.34,Type_23,Area_1,Type_1
6526,3058,52,8,30,-4,930,225,223,133,295,89.91,445.19,165.31,63.89,Type_23,Area_3,Type_1
6542,3234,355,24,402,164,947,172,189,149,1891,78.3,252.5,656.91,18.37,Type_29,Area_1,Type_1
6547,3371,122,14,499,89,2268,243,228,110,2301,63.55,432.66,556.85,17.44,Type_38,Area_1,Type_1
6551,3049,33,17,127,0,1031,214,199,116,67,50.05,293.17,283.3,52.26,Type_24,Area_3,Type_1
6555,3096,312,13,60,7,3666,185,230,185,2047,75.66,255.39,698.39,13.19,Type_23,Area_1,Type_1
6556,3121,66,16,541,144,674,234,207,101,1590,72.78,417.28,1068.18,54.16,Type_30,Area_1,Type_1
6561,3073,347,23,42,9,1050,169,196,161,270,44.41,361.6,182.98,58.57,Type_23,Area_3,Type_1
6562,3045,23,11,268,50,1167,214,217,138,300,49.41,395.91,865.88,30.02,Type_24,Area_3,Type_1
6563,3006,7,15,180,30,1260,200,208,143,870,41.03,348.25,629.67,49.98,Type_24,Area_3,Type_1
6570,3537,137,13,306,103,2730,239,235,123,2106,55.21,239.09,408.08,62.15,Type_40,Area_1,Type_1
6576,3041,113,9,391,69,2419,236,231,126,2326,72.41,441.32,361.53,48.92,Type_32,Area_3,Type_1
6582,3050,30,19,277,75,1307,211,196,115,484,86.51,444.63,323.53,15.86,Type_24,Area_3,Type_1
6583,3024,19,17,210,-2,1321,205,201,128,842,74.37,423.61,891.92,6.47,Type_24,Area_3,Type_1
6585,2797,29,12,42,7,1302,216,214,133,2879,70.15,382.42,171.4,47.71,Type_24,Area_3,Type_1
6590,3065,9,14,335,33,1215,203,211,144,228,77.43,409.5,899.67,41.6,Type_24,Area_3,Type_1
6591,3066,10,17,306,-28,1249,200,204,138,313,57.24,383.57,831.17,28.16,Type_24,Area_3,Type_1
6592,2760,130,4,0,0,664,226,237,145,2912,48.1,268.04,341.43,41.81,Type_20,Area_3,Type_1
6599,3257,54,13,350,42,1892,227,211,114,2413,85.25,284.92,1121.3,31.18,Type_39,Area_1,Type_1
6600,3167,308,13,120,24,1397,185,232,187,2313,64.9,306.17,856.38,37.75,Type_29,Area_1,Type_1
6606,3073,11,15,309,-34,1243,202,208,140,242,37.0,301.75,664.52,54.77,Type_24,Area_3,Type_1
6615,3131,29,17,255,67,1203,212,201,120,192,36.11,314.2,294.11,33.87,Type_24,Area_3,Type_1
6627,3186,36,13,30,4,1587,219,211,126,2496,78.47,237.52,950.23,46.62,Type_29,Area_1,Type_1
6637,2843,118,5,691,17,660,228,236,142,1321,84.41,401.86,644.41,22.66,Type_11,Area_3,Type_1
6638,3438,312,33,256,24,3187,114,195,211,1842,65.24,383.99,343.92,59.87,Type_40,Area_1,Type_1
6639,3342,80,16,677,60,2280,240,210,95,2134,35.12,168.98,976.07,53.78,Type_40,Area_1,Type_1
6644,3478,277,19,256,103,3116,165,240,213,1834,83.68,256.57,715.02,19.98,Type_40,Area_1,Type_1
6646,3030,342,9,268,58,2242,201,226,164,2598,54.64,443.45,1079.99,43.12,Type_23,Area_3,Type_1
6647,3172,72,15,67,5,1025,236,209,100,759,83.92,449.25,797.26,18.6,Type_31,Area_3,Type_1
6656,3518,81,12,424,84,2831,237,218,110,1871,55.08,306.15,794.78,39.55,Type_40,Area_1,Type_1
6657,3340,62,16,661,125,2278,232,206,102,2095,45.07,445.18,855.45,30.35,Type_40,Area_1,Type_1
6665,3469,47,13,633,35,2635,224,212,120,1907,83.61,368.83,1169.64,25.25,Type_40,Area_1,Type_1
6667,3055,75,7,90,0,2875,229,226,130,1583,49.92,327.21,402.8,56.12,Type_32,Area_3,Type_1
6669,3172,336,16,192,48,1240,183,217,172,469,39.12,362.11,470.21,10.77,Type_24,Area_3,Type_1
6670,3072,36,9,30,0,1578,220,221,136,725,37.82,275.66,840.3,62.32,Type_32,Area_3,Type_1
6671,2860,15,11,268,72,1385,210,217,143,2955,50.74,350.76,694.73,37.57,Type_32,Area_3,Type_1
6684,2886,48,11,342,38,1566,224,215,123,2780,48.56,416.04,918.75,15.68,Type_32,Area_3,Type_1
6685,2865,22,8,295,77,1395,215,224,145,2958,71.65,198.33,719.56,43.01,Type_31,Area_3,Type_1
6693,3160,88,12,30,-5,4400,238,220,110,1989,70.62,249.81,932.44,25.76,Type_29,Area_1,Type_1
6694,3116,18,12,85,13,4116,211,215,140,1777,78.19,159.47,685.8,46.51,Type_23,Area_1,Type_1
6695,3057,31,6,67,6,2808,219,228,145,1650,63.71,332.37,1089.18,60.97,Type_32,Area_3,Type_1
6696,3081,75,11,780,27,2468,234,219,116,2210,74.45,320.64,629.7,57.19,Type_32,Area_3,Type_1
6697,2884,322,16,67,10,1711,177,222,184,2308,69.71,179.11,718.82,49.25,Type_23,Area_3,Type_1
6709,3256,203,20,362,143,1080,206,253,174,1930,69.69,374.72,699.54,41.04,Type_30,Area_1,Type_1
6712,3195,337,15,255,62,1317,185,218,171,531,43.92,242.51,1173.32,63.19,Type_24,Area_3,Type_1
6722,3055,30,11,300,67,2274,216,215,133,2672,34.53,398.5,739.35,57.33,Type_32,Area_3,Type_1
6731,3213,308,30,175,41,3861,127,206,213,1578,57.58,163.49,341.86,48.1,Type_29,Area_1,Type_1
6732,3067,9,8,601,79,2308,211,224,150,2451,43.42,158.76,1069.25,5.69,Type_32,Area_3,Type_1
6741,3242,42,18,192,18,1565,220,198,107,2418,40.27,345.48,410.02,14.55,Type_29,Area_1,Type_1
6756,3426,287,22,42,14,3288,154,233,216,1558,56.98,174.44,250.84,32.32,Type_39,Area_1,Type_1
6757,2996,81,33,0,0,503,243,164,25,1387,80.21,354.64,205.64,38.12,Type_30,Area_1,Type_1
6758,3221,340,20,255,43,1356,175,207,169,721,64.34,387.11,423.35,25.24,Type_24,Area_3,Type_1
6767,3095,38,11,780,41,2301,220,216,129,2333,88.51,346.43,813.55,9.86,Type_32,Area_3,Type_1
6773,3269,67,9,0,0,4312,229,222,125,2282,68.17,445.13,345.31,14.94,Type_38,Area_1,Type_1
6774,3376,309,30,60,25,3448,126,205,212,1465,39.88,407.33,434.21,27.39,Type_39,Area_1,Type_1
6783,3294,30,19,240,60,1727,211,196,115,2252,60.19,408.06,497.43,27.62,Type_39,Area_1,Type_1
6785,3067,55,10,335,5,1861,226,220,127,1183,73.75,358.65,900.13,36.04,Type_31,Area_3,Type_1
6787,2712,213,18,67,14,918,201,254,183,1922,86.32,245.96,496.56,21.23,Type_4,Area_3,Type_1
6819,3412,308,35,150,61,3491,104,194,218,1377,81.57,374.02,1187.04,46.55,Type_39,Area_1,Type_1
6820,3444,317,31,153,93,3438,126,198,203,1390,72.59,404.24,204.79,10.43,Type_39,Area_1,Type_1
6821,3542,315,31,255,130,3218,124,198,206,1448,58.93,182.46,988.19,55.65,Type_40,Area_1,Type_1
6822,3261,39,12,404,27,1471,220,213,126,2345,61.22,394.94,801.94,15.77,Type_29,Area_1,Type_1
6823,3042,84,21,120,41,2016,245,199,73,2958,88.51,381.47,734.52,15.45,Type_33,Area_3,Type_1
6831,3087,64,21,150,-25,631,234,193,82,1570,85.89,318.41,382.91,22.18,Type_29,Area_1,Type_1
6833,2707,202,20,42,12,1064,207,253,174,1794,60.69,332.91,618.1,47.86,Type_4,Area_3,Type_1
6843,2748,1,16,108,16,866,194,207,148,1989,37.27,221.73,993.36,48.06,Type_10,Area_3,Type_1
6849,3203,337,10,120,24,4481,199,227,167,1621,65.94,425.12,140.63,25.02,Type_23,Area_1,Type_1
6859,3450,31,16,616,226,2190,214,203,120,1804,84.58,435.87,988.69,57.96,Type_39,Area_1,Type_1
6861,3107,11,10,591,29,1992,209,220,147,2673,34.31,207.33,440.69,28.8,Type_32,Area_3,Type_1
6862,3100,42,6,390,99,1936,221,226,140,2825,84.54,276.16,108.94,48.28,Type_32,Area_3,Type_1
6863,2688,128,3,0,0,1153,224,237,149,1699,87.47,326.88,1088.06,14.31,Type_17,Area_3,Type_1
6868,3454,273,28,300,103,3549,135,234,232,1230,40.78,267.62,424.62,38.76,Type_39,Area_1,Type_1
6869,3119,347,5,765,65,2080,210,231,160,2493,64.68,280.29,1105.19,43.55,Type_32,Area_3,Type_1
6870,3107,23,5,443,32,1921,217,228,148,2801,87.48,360.75,330.59,17.81,Type_32,Area_3,Type_1
6880,3354,271,20,212,44,3787,164,242,216,1170,45.94,262.42,449.0,7.91,Type_29,Area_1,Type_1
6889,3202,42,7,323,-4,1953,221,225,139,883,38.96,319.91,1095.03,9.89,Type_31,Area_3,Type_1
6891,2784,353,12,42,5,997,199,218,157,2100,57.63,444.22,423.06,35.44,Type_17,Area_3,Type_1
6908,3210,288,17,150,22,4312,169,236,206,1506,78.11,308.64,1163.25,43.37,Type_23,Area_1,Type_1
6911,2685,201,24,67,16,1436,202,253,174,1465,54.96,166.59,482.62,39.03,Type_4,Area_3,Type_1
6917,2964,92,18,210,21,335,245,209,86,1249,52.76,306.54,903.89,64.01,Type_29,Area_1,Type_1
6936,2912,98,21,150,-20,228,249,205,73,1087,58.51,213.04,368.7,25.05,Type_29,Area_1,Type_1
6950,3478,76,26,778,244,2114,241,181,54,1687,31.21,198.36,809.9,25.86,Type_40,Area_1,Type_1
6952,3118,256,2,391,37,1708,214,240,163,2930,58.43,408.11,279.36,26.55,Type_32,Area_3,Type_1
6970,3077,24,9,85,11,2255,215,220,141,2265,58.25,303.54,207.43,9.18,Type_32,Area_3,Type_1
6972,3219,15,12,566,7,2242,209,215,142,1177,66.1,386.78,1099.14,59.78,Type_31,Area_3,Type_1
6984,3675,44,18,1045,263,2661,221,198,105,1237,80.1,366.55,1063.55,51.24,Type_40,Area_1,Type_1
6985,3481,98,28,774,196,2126,252,187,43,1632,80.55,174.69,273.47,19.36,Type_40,Area_1,Type_1
6986,3027,128,22,42,-1,631,250,220,85,1410,48.19,262.59,1081.53,54.39,Type_29,Area_1,Type_1
7001,3236,133,16,437,76,1310,244,230,109,1897,32.33,401.15,1106.61,57.58,Type_29,Area_1,Type_1
7003,3078,113,16,30,3,1511,246,221,98,3055,79.87,436.27,1146.95,52.72,Type_23,Area_3,Type_1
7004,3239,5,11,384,46,2384,205,218,149,1343,76.01,383.43,917.33,57.2,Type_32,Area_3,Type_1
7014,3125,355,6,537,52,1885,211,230,157,2589,41.49,262.71,1033.15,56.23,Type_32,Area_3,Type_1
7015,2948,54,13,497,-4,2067,227,211,114,2927,60.26,254.96,1023.45,61.23,Type_23,Area_3,Type_1
7024,3615,84,24,1025,330,2466,245,192,63,1318,77.56,399.04,603.65,27.9,Type_40,Area_1,Type_1
7025,3220,101,16,283,47,2474,245,216,95,1441,66.23,441.45,312.76,38.46,Type_38,Area_3,Type_1
7026,2989,51,10,67,6,2580,225,218,126,2306,59.6,254.75,369.41,57.89,Type_23,Area_3,Type_1
7027,2952,55,13,470,0,2086,228,212,115,2940,32.4,237.29,823.07,62.82,Type_23,Area_3,Type_1
7039,3417,68,13,247,100,4045,233,214,111,771,62.26,296.0,734.13,21.82,Type_40,Area_1,Type_1
7040,2992,51,24,60,-6,532,224,182,80,1242,69.82,359.42,753.1,60.05,Type_29,Area_1,Type_1
7042,3135,45,2,516,61,1842,219,235,152,2617,53.69,187.83,1146.44,53.62,Type_32,Area_3,Type_1
7064,3157,121,12,67,16,2552,241,230,116,1663,76.71,372.53,560.72,49.43,Type_31,Area_3,Type_1
7074,3004,65,12,67,-8,2670,231,216,116,2232,34.47,229.07,959.38,21.72,Type_23,Area_3,Type_1
7087,3075,108,14,30,-13,2644,243,223,107,1931,69.24,267.32,876.55,54.04,Type_31,Area_3,Type_1
7109,3093,62,19,85,-3,780,232,196,89,1276,82.89,307.68,1045.0,56.12,Type_29,Area_1,Type_1
7119,3015,78,15,240,-18,558,238,211,100,1064,71.55,387.97,93.73,48.03,Type_29,Area_1,Type_1
7130,2974,99,22,277,-33,488,250,204,71,966,86.71,158.59,838.32,63.69,Type_29,Area_1,Type_1
7141,3427,234,31,384,172,3313,153,249,219,626,86.75,404.75,95.65,42.52,Type_39,Area_1,Type_1
7142,3557,119,26,904,272,2461,253,207,63,1209,37.95,326.22,426.82,51.44,Type_40,Area_1,Type_1
7143,3139,40,12,510,58,1343,221,213,124,2619,76.48,198.37,584.28,32.99,Type_32,Area_3,Type_1
7153,3308,73,16,108,23,1674,237,207,96,1945,87.74,334.59,103.58,36.69,Type_38,Area_1,Type_1
7154,3230,119,17,90,-5,1357,246,223,100,1691,83.41,430.02,396.74,6.75,Type_38,Area_1,Type_1
7155,3115,353,11,67,5,1940,201,221,158,2669,46.22,429.48,1005.73,39.75,Type_32,Area_3,Type_1
7156,3188,71,11,633,113,1584,233,218,115,2568,79.37,321.63,652.79,18.92,Type_32,Area_3,Type_1
7168,3145,54,11,516,64,1276,226,216,122,2565,57.5,366.66,972.56,59.7,Type_32,Area_3,Type_1
7175,3378,240,13,277,123,3391,196,250,191,524,35.81,184.59,545.75,38.69,Type_39,Area_1,Type_1
7176,3191,93,9,0,0,1265,234,227,125,1557,58.56,197.77,255.15,33.16,Type_29,Area_1,Type_1
7177,2970,71,17,268,42,488,237,204,92,853,89.5,375.29,1100.78,28.89,Type_29,Area_1,Type_1
7178,3132,349,13,408,51,1170,195,218,161,2576,76.23,363.26,970.83,17.59,Type_31,Area_3,Type_1
7195,3213,80,14,0,0,1387,238,215,105,1655,78.76,445.53,650.61,43.97,Type_38,Area_1,Type_1
7210,3248,77,20,30,-8,1510,241,198,79,1756,77.68,420.03,172.59,19.59,Type_38,Area_1,Type_1
7211,3187,351,12,742,91,1442,199,220,159,2439,57.38,398.09,916.29,22.95,Type_32,Area_3,Type_1
7220,2616,200,17,30,8,2072,211,253,171,1273,84.74,413.53,1105.18,10.51,Type_4,Area_3,Type_1
7229,2952,98,10,153,24,390,237,225,118,726,86.85,234.6,986.51,61.43,Type_29,Area_1,Type_1
7244,3527,104,17,938,242,2532,247,216,92,1092,61.92,376.66,917.75,39.4,Type_40,Area_1,Type_1
7245,3247,65,16,90,-20,1505,234,206,99,1708,47.07,352.35,838.76,9.19,Type_38,Area_1,Type_1
7275,3244,54,11,150,-1,2960,226,217,123,1907,55.81,298.36,566.03,39.14,Type_31,Area_3,Type_1
7276,3148,27,11,446,40,2873,215,217,137,2704,82.5,273.5,422.02,45.54,Type_32,Area_3,Type_1
7281,3112,118,22,134,29,872,251,214,79,1047,64.22,195.55,353.22,8.42,Type_30,Area_1,Type_1
7282,3068,67,23,120,-14,693,236,186,69,890,33.21,164.03,449.25,19.26,Type_29,Area_1,Type_1
7286,3150,338,17,342,78,3120,182,214,171,2503,60.24,223.54,765.4,43.36,Type_31,Area_3,Type_1
7294,3188,43,12,711,65,1168,222,213,124,2304,59.57,323.49,1007.33,25.38,Type_32,Area_3,Type_1
7303,3189,137,10,242,100,1087,235,237,132,1215,46.48,343.2,673.14,34.66,Type_29,Area_1,Type_1
7305,3202,262,10,576,79,1384,195,245,189,2301,32.44,156.29,116.25,58.53,Type_33,Area_3,Type_1
7306,3181,323,5,537,70,1032,207,235,166,2307,84.82,165.24,1179.32,40.2,Type_31,Area_3,Type_1
7338,3493,92,21,892,208,2495,248,202,72,1130,46.11,431.4,246.28,29.17,Type_40,Area_1,Type_1
7344,3164,0,13,242,46,3207,200,215,152,2451,59.36,251.2,851.94,32.41,Type_31,Area_3,Type_1
7354,3016,82,25,0,0,631,245,189,59,738,62.67,330.91,1183.95,31.98,Type_29,Area_1,Type_1
7355,2923,62,17,67,-13,361,232,202,97,511,40.11,394.77,1062.11,25.88,Type_29,Area_1,Type_1
7366,3406,57,12,509,121,2068,228,215,119,1597,52.39,344.95,1012.96,50.55,Type_35,Area_1,Type_1
