Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
14946,2583,91,35,42,13,1406,248,164,0,306,89.9,162.91,406.18,18.32,Type_4,Area_3,Type_3
11096,2385,127,28,120,44,390,253,208,63,841,48.87,248.38,302.43,60.6,Type_4,Area_3,Type_3
4539,2180,306,10,201,42,663,192,235,183,1601,34.89,410.84,334.23,27.09,Type_10,Area_4,Type_3
11219,2561,23,26,182,72,1451,195,175,105,524,55.77,329.89,1036.47,54.15,Type_10,Area_3,Type_3
5256,2495,304,12,591,257,764,186,234,188,421,58.83,317.04,1124.67,60.94,Type_6,Area_4,Type_3
11132,2525,141,13,150,-8,1115,239,236,124,1455,47.29,352.05,953.95,54.87,Type_4,Area_3,Type_3
2845,2329,49,24,0,0,779,222,181,81,516,64.63,311.73,147.52,53.2,Type_10,Area_4,Type_3
14918,2547,230,40,95,47,1575,131,240,220,1200,51.83,193.67,430.12,39.08,Type_3,Area_3,Type_3
15031,2430,93,29,95,43,713,250,183,40,1170,68.73,238.0,1156.2,18.76,Type_4,Area_3,Type_3
10790,2629,247,22,150,86,1421,170,250,214,1337,50.67,213.81,166.47,34.12,Type_3,Area_3,Type_3
3124,2340,309,25,192,46,1101,144,214,207,789,57.54,179.07,1125.87,20.77,Type_6,Area_4,Type_3
8358,2739,137,18,418,105,2536,245,230,107,2145,61.85,173.83,546.67,15.58,Type_10,Area_3,Type_3
6800,2408,82,23,95,32,618,244,192,64,1369,61.61,282.59,1121.36,57.46,Type_4,Area_4,Type_3
10652,2554,170,13,218,23,2026,229,245,145,1842,79.62,419.23,1152.44,45.14,Type_2,Area_3,Type_3
7020,2619,345,13,488,61,649,193,218,164,872,74.86,425.82,634.5,8.7,Type_11,Area_3,Type_3
15015,2596,273,12,362,74,2466,188,243,195,532,82.04,425.29,948.54,43.2,Type_2,Area_3,Type_3
2980,2183,12,28,218,132,426,181,172,117,306,88.22,154.86,835.49,33.04,Type_10,Area_4,Type_3
11285,2676,43,11,417,30,911,222,216,127,1100,82.78,312.4,1037.03,46.05,Type_11,Area_3,Type_3
15037,2549,189,23,323,91,2190,214,250,158,256,53.03,299.66,689.45,5.31,Type_4,Area_3,Type_3
13824,2507,252,6,30,3,1177,207,244,176,1538,53.83,326.49,914.29,50.63,Type_17,Area_3,Type_3
2914,1958,314,30,30,25,134,129,202,206,474,88.01,225.93,704.55,21.88,Type_10,Area_4,Type_3
2318,2116,320,27,150,109,212,142,203,196,577,53.67,331.85,559.23,22.36,Type_10,Area_4,Type_3
5093,2492,20,14,537,102,1068,209,209,134,446,80.05,222.21,214.59,25.39,Type_6,Area_4,Type_3
2792,2032,303,44,153,136,182,65,175,228,175,88.87,155.57,889.99,33.78,Type_10,Area_4,Type_3
5397,2309,39,24,108,62,1429,213,181,92,1144,35.55,243.77,261.24,11.98,Type_2,Area_4,Type_3
14963,2551,136,25,234,67,870,249,220,83,847,82.65,377.87,1069.25,32.94,Type_4,Area_3,Type_3
3194,2224,61,29,443,147,495,229,168,52,624,49.6,214.03,719.37,48.79,Type_10,Area_4,Type_3
3003,2339,106,29,210,49,741,254,192,45,525,45.03,378.97,412.78,29.55,Type_6,Area_4,Type_3
3837,2191,7,29,150,66,1124,171,169,123,1110,85.95,278.79,538.1,47.73,Type_10,Area_4,Type_3
13213,2435,284,30,300,-7,451,123,224,233,1840,41.39,300.39,329.33,38.75,Type_10,Area_4,Type_3
11978,2071,237,31,85,63,192,151,248,221,234,85.02,243.35,945.13,6.92,Type_5,Area_4,Type_3
10800,2575,80,35,85,33,1677,241,155,13,1084,35.82,314.22,568.22,47.08,Type_3,Area_3,Type_3
7161,2609,219,17,300,62,1110,198,254,188,1019,73.79,317.95,469.83,25.88,Type_4,Area_3,Type_3
3823,2313,207,8,210,51,277,215,247,168,424,78.34,273.18,735.99,16.76,Type_2,Area_4,Type_3
6151,2502,353,17,201,52,912,190,209,156,379,64.79,299.55,651.93,53.31,Type_6,Area_4,Type_3
1826,2038,50,17,408,71,474,226,200,102,283,61.82,186.06,666.14,50.71,Type_5,Area_4,Type_3
13127,2428,85,11,255,74,242,236,221,114,467,40.29,206.94,1135.42,27.9,Type_2,Area_4,Type_3
1912,2173,50,28,124,100,212,219,167,64,552,82.6,283.45,865.07,45.23,Type_1,Area_4,Type_3
5987,2536,339,3,324,53,153,212,234,160,1890,64.01,349.09,882.64,41.99,Type_6,Area_4,Type_3
2849,1993,48,31,60,55,134,214,157,56,532,63.84,278.95,975.67,43.82,Type_10,Area_4,Type_3
13063,2392,305,28,362,151,277,134,213,214,1785,41.66,420.89,1042.05,43.24,Type_6,Area_4,Type_3
7516,2640,207,1,400,89,1573,218,239,158,1802,79.23,269.78,294.14,30.14,Type_2,Area_3,Type_3
11007,2455,204,18,30,-1,1167,208,253,175,658,68.49,220.87,333.38,21.88,Type_4,Area_3,Type_3
4742,2234,326,23,212,62,1176,156,207,187,1116,36.64,430.07,336.43,15.24,Type_10,Area_4,Type_3
3051,2314,321,23,67,20,927,155,211,193,664,42.32,358.07,1106.51,63.64,Type_6,Area_4,Type_3
11052,2601,205,9,300,56,2601,215,248,168,685,38.0,205.78,933.43,14.47,Type_2,Area_3,Type_3
7277,2570,180,12,120,14,1282,224,247,154,1224,48.09,417.1,233.89,56.81,Type_4,Area_3,Type_3
11337,2479,224,31,390,71,330,163,250,208,993,48.76,176.32,825.09,16.89,Type_4,Area_3,Type_3
5719,2428,290,28,270,148,365,131,223,226,1790,35.58,378.14,1175.43,9.49,Type_10,Area_4,Type_3
3653,2326,282,25,430,253,1437,144,232,224,1073,79.65,374.73,959.06,53.52,Type_10,Area_4,Type_3
3240,2189,270,33,201,108,1489,116,229,241,765,63.41,188.42,1107.43,46.33,Type_10,Area_4,Type_3
13747,2574,157,19,210,36,1101,238,239,123,1148,89.57,268.71,459.69,10.31,Type_4,Area_3,Type_3
10815,2475,84,31,60,5,1477,245,171,0,1020,72.34,368.3,337.43,59.23,Type_3,Area_3,Type_3
6393,2507,66,23,95,38,967,235,188,74,837,75.01,201.27,1060.29,51.66,Type_10,Area_4,Type_3
6228,2400,94,20,192,34,648,247,205,78,638,89.16,449.42,324.13,46.72,Type_1,Area_4,Type_3
8642,2722,133,24,201,75,2218,249,221,86,2380,55.5,229.7,1055.43,44.81,Type_4,Area_3,Type_3
13864,2471,174,5,30,-3,1047,223,242,155,902,83.09,152.42,183.71,36.86,Type_4,Area_3,Type_3
2629,2078,274,26,127,14,700,142,236,228,618,59.63,187.99,155.82,22.29,Type_10,Area_4,Type_3
10875,2702,236,25,216,110,2989,169,252,213,1436,84.61,177.18,453.72,26.3,Type_4,Area_3,Type_3
12003,2218,309,13,300,146,30,184,231,187,404,44.54,250.19,1002.32,33.07,Type_2,Area_4,Type_3
4868,2353,80,14,190,65,426,238,215,105,514,38.91,386.93,908.13,47.76,Type_4,Area_4,Type_3
4331,2247,63,11,30,0,594,230,218,121,626,46.82,265.2,1102.9,60.45,Type_10,Area_4,Type_3
8241,2564,99,6,256,59,1024,230,232,136,1513,72.61,368.13,305.13,49.51,Type_4,Area_3,Type_3
11005,2564,184,21,180,55,2042,220,249,152,870,33.14,200.69,946.96,6.82,Type_4,Area_3,Type_3
5683,2454,346,2,420,148,1024,215,235,158,1216,84.89,150.95,582.76,46.26,Type_6,Area_4,Type_3
7618,2616,232,8,339,71,1693,207,248,178,1899,74.67,200.85,904.63,53.54,Type_2,Area_3,Type_3
11036,2355,81,14,85,22,192,238,214,103,666,86.71,207.78,1030.39,62.4,Type_4,Area_3,Type_3
4775,2294,66,20,162,80,1530,235,194,82,765,50.24,184.63,275.17,8.02,Type_2,Area_4,Type_3
3797,2186,331,36,124,80,1140,114,170,181,1100,61.94,256.35,192.36,44.15,Type_10,Area_4,Type_3
12770,2195,22,21,30,13,1385,202,190,118,721,51.55,299.83,731.47,44.5,Type_10,Area_4,Type_3
2868,2125,274,35,258,232,283,109,224,243,228,75.53,405.43,1022.51,21.25,Type_10,Area_4,Type_3
6924,2699,130,8,295,30,872,233,236,135,424,63.95,278.75,479.72,49.79,Type_2,Area_3,Type_3
2948,2035,312,39,162,129,255,92,181,213,426,60.53,350.26,718.79,29.8,Type_10,Area_4,Type_3
14985,2491,161,14,134,3,1060,233,242,136,661,75.65,376.23,959.01,21.81,Type_4,Area_3,Type_3
14974,2493,101,14,30,0,1065,243,220,103,618,39.77,350.21,763.27,16.2,Type_4,Area_3,Type_3
15046,2622,260,12,335,18,1855,191,246,194,696,64.96,438.53,390.46,14.92,Type_2,Area_3,Type_3
7204,2645,163,20,124,66,1756,234,241,129,1207,36.76,340.93,859.56,51.28,Type_4,Area_3,Type_3
11310,2560,221,32,342,-39,600,166,250,203,1243,34.08,295.99,477.4,51.46,Type_4,Area_3,Type_3
12270,2153,322,25,0,0,858,148,205,193,708,37.16,222.1,143.45,37.42,Type_10,Area_4,Type_3
3239,2170,273,28,175,95,1473,133,234,233,752,66.98,196.72,527.6,60.66,Type_10,Area_4,Type_3
14016,2674,103,23,162,35,2297,251,204,68,2542,42.52,348.33,920.49,39.3,Type_11,Area_3,Type_3
8103,2730,134,17,120,3,2376,245,230,108,2356,53.33,178.24,725.77,24.49,Type_11,Area_3,Type_3
3761,2192,36,31,108,67,1173,202,158,73,1057,37.19,151.52,682.07,49.93,Type_10,Area_4,Type_3
10912,2547,89,29,309,54,912,248,181,41,845,69.08,412.84,864.46,56.71,Type_4,Area_3,Type_3
11171,2457,241,2,309,101,492,214,241,164,700,80.6,382.26,191.68,7.34,Type_4,Area_3,Type_3
14960,2709,175,11,256,103,2568,226,246,151,1144,53.3,249.78,799.79,10.98,Type_4,Area_3,Type_3
3271,2075,157,40,108,66,335,229,210,71,360,45.2,199.54,441.95,8.35,Type_6,Area_4,Type_3
5767,2347,86,23,30,13,912,246,193,64,999,45.17,426.66,986.33,19.62,Type_5,Area_4,Type_3
15109,2593,38,21,120,-6,769,215,190,101,1266,64.98,410.78,383.03,9.7,Type_10,Area_3,Type_3
12925,2386,117,11,216,27,1282,238,230,121,661,55.71,352.57,881.87,52.75,Type_6,Area_4,Type_3
5724,2483,355,5,180,32,743,211,230,157,1214,38.48,449.12,492.66,64.48,Type_6,Area_4,Type_3
11249,2493,326,29,335,90,1116,135,193,189,872,51.67,244.4,183.39,7.52,Type_10,Area_3,Type_3
3788,2320,316,28,323,171,1231,136,204,202,663,57.84,384.02,1065.65,42.39,Type_10,Area_4,Type_3
4658,2225,321,17,190,37,1239,175,222,186,1050,62.93,305.56,568.59,52.94,Type_10,Area_4,Type_3
2895,1962,320,34,90,66,150,114,185,200,408,39.1,212.41,354.14,10.28,Type_10,Area_4,Type_3
13564,2356,176,19,30,1,366,226,247,144,977,63.37,342.99,250.75,41.65,Type_4,Area_4,Type_3
12915,2389,101,19,295,201,882,248,212,85,1195,80.97,359.25,852.14,15.12,Type_1,Area_4,Type_3
6085,2342,136,18,95,35,992,245,230,107,942,44.61,213.97,1005.29,11.66,Type_3,Area_4,Type_3
10904,2554,89,34,60,25,1242,248,166,19,443,69.37,177.18,715.84,8.34,Type_4,Area_3,Type_3
4681,2423,39,9,459,181,1495,221,220,134,661,46.23,433.95,404.69,45.87,Type_6,Area_4,Type_3
6169,2314,138,24,42,11,934,248,223,89,870,33.36,178.58,880.41,59.55,Type_3,Area_4,Type_3
5707,2435,160,18,524,165,743,236,241,128,914,83.75,440.01,895.82,43.59,Type_3,Area_4,Type_3
13131,2344,276,37,216,137,700,101,219,244,1667,70.1,200.33,946.91,55.22,Type_10,Area_4,Type_3
10896,2376,93,26,335,102,331,250,190,51,920,39.17,218.86,101.03,53.52,Type_3,Area_3,Type_3
13970,2590,202,5,503,120,679,218,244,163,698,61.22,289.39,1177.73,23.31,Type_2,Area_3,Type_3
13071,2406,319,25,42,21,960,146,208,197,1299,54.22,178.86,848.83,13.38,Type_10,Area_4,Type_3
7186,2665,179,27,180,81,1842,220,244,139,1345,85.33,254.14,1111.83,46.84,Type_4,Area_3,Type_3
11996,2061,67,20,228,104,277,236,195,82,450,30.28,271.34,855.33,62.22,Type_1,Area_4,Type_3
1952,2161,113,32,458,142,524,254,188,34,390,43.24,316.31,195.15,34.5,Type_1,Area_4,Type_3
15101,2519,341,22,467,118,1006,168,201,169,959,57.95,372.67,588.48,45.13,Type_10,Area_3,Type_3
3709,2270,11,33,339,195,812,168,156,109,301,46.9,413.3,296.96,48.14,Type_10,Area_4,Type_3
4101,2341,110,14,127,29,1110,243,224,107,30,67.88,211.85,92.92,61.97,Type_6,Area_4,Type_3
5470,2465,79,10,366,97,335,234,222,119,418,51.58,304.61,354.68,5.04,Type_2,Area_4,Type_3
11233,2438,62,28,216,34,1269,231,170,53,726,36.64,267.16,707.71,35.15,Type_4,Area_3,Type_3
5186,2307,309,34,180,111,875,111,197,216,1498,86.48,365.18,860.26,63.76,Type_10,Area_4,Type_3
7278,2609,209,17,255,95,886,205,254,179,1595,35.67,152.78,786.73,8.16,Type_4,Area_3,Type_3
5321,2443,343,22,256,122,319,170,201,166,272,46.95,207.48,368.02,27.49,Type_10,Area_4,Type_3
6679,2543,151,12,134,17,513,235,240,134,977,63.32,360.62,103.32,62.3,Type_6,Area_4,Type_3
12607,2259,298,31,162,91,1187,118,211,225,658,66.22,234.09,950.27,34.18,Type_10,Area_4,Type_3
5784,2358,116,20,150,67,1292,250,217,85,947,36.45,363.37,280.77,42.73,Type_3,Area_4,Type_3
11152,2553,144,7,0,0,1383,230,239,142,1321,66.57,178.37,790.16,58.25,Type_2,Area_3,Type_3
7468,2495,121,16,124,40,886,246,225,103,799,69.05,272.82,866.92,55.63,Type_4,Area_3,Type_3
8317,2526,158,17,90,17,1050,236,241,129,1655,82.02,190.02,582.58,24.15,Type_4,Area_3,Type_3
10906,2562,85,27,300,69,955,247,182,47,808,54.71,190.89,384.43,36.02,Type_4,Area_3,Type_3
15118,2492,134,25,365,117,335,250,220,83,1187,83.66,231.94,333.45,10.02,Type_4,Area_3,Type_3
12396,2248,59,29,446,164,518,227,167,53,582,51.61,283.52,1127.04,56.09,Type_10,Area_4,Type_3
15099,2661,8,7,234,45,1158,212,226,152,882,70.17,228.68,473.99,47.41,Type_11,Area_3,Type_3
12751,2323,7,26,182,79,1299,180,180,129,636,31.7,182.61,1063.1,28.47,Type_10,Area_4,Type_3
5170,2319,114,23,90,32,458,252,209,71,735,76.14,400.38,412.24,58.52,Type_4,Area_4,Type_3
3024,2344,249,37,402,14,679,119,237,238,752,49.95,241.41,908.02,10.22,Type_1,Area_4,Type_3
4929,2300,337,35,162,88,1399,122,168,171,983,74.63,304.82,778.92,45.43,Type_10,Area_4,Type_3
4895,2225,120,33,85,37,1679,254,192,37,60,53.21,252.6,277.19,27.59,Type_3,Area_4,Type_3
15045,2494,146,20,212,48,2037,243,233,110,108,73.02,322.0,948.72,46.73,Type_2,Area_3,Type_3
5187,2360,311,29,242,-43,895,129,204,209,1348,70.6,260.63,513.84,29.04,Type_10,Area_4,Type_3
13215,2409,95,29,212,75,1008,251,185,42,955,31.93,188.14,921.4,60.12,Type_3,Area_4,Type_3
10911,2572,197,21,180,52,1018,209,252,169,702,30.34,333.63,756.76,45.58,Type_4,Area_3,Type_3
12978,2383,301,39,256,151,1256,88,192,229,932,32.11,216.62,222.23,44.52,Type_10,Area_4,Type_3
6941,2588,1,14,234,30,402,199,213,150,890,78.72,287.98,147.58,11.2,Type_10,Area_3,Type_3
14929,2652,149,14,42,3,1761,237,239,128,335,37.66,324.61,1059.4,38.98,Type_4,Area_3,Type_3
11210,2456,219,35,85,47,1397,160,247,202,782,53.03,218.97,653.04,10.94,Type_4,Area_3,Type_3
5048,2359,335,28,108,50,216,146,190,176,108,61.72,392.14,170.61,42.8,Type_10,Area_4,Type_3
13174,2530,331,2,553,272,541,213,236,160,663,80.5,366.9,970.66,40.21,Type_11,Area_4,Type_3
7439,2518,202,22,85,27,1126,204,253,175,1249,46.78,280.97,715.33,45.11,Type_4,Area_3,Type_3
2268,2109,326,27,228,104,268,143,198,189,589,72.16,292.79,933.33,15.49,Type_10,Area_4,Type_3
12324,2039,329,31,30,23,270,131,186,186,450,65.24,358.46,418.77,18.23,Type_10,Area_4,Type_3
13178,2468,16,7,201,67,690,214,226,148,1533,55.15,264.86,1029.31,7.7,Type_6,Area_4,Type_3
2360,2199,325,11,376,144,537,191,227,176,459,38.53,193.63,629.3,62.27,Type_10,Area_4,Type_3
3414,2151,279,33,120,75,1463,113,223,239,830,51.63,249.3,868.88,57.85,Type_10,Area_4,Type_3
5915,2472,10,10,180,29,216,209,220,148,1860,61.04,230.55,645.71,19.28,Type_6,Area_4,Type_3
4330,2262,38,21,60,11,553,215,188,99,618,78.86,229.83,734.97,48.34,Type_10,Area_4,Type_3
15117,2603,121,19,633,195,618,249,221,91,1325,70.23,350.56,116.17,58.53,Type_4,Area_3,Type_3
5713,2404,90,10,390,14,1015,236,224,118,1022,57.17,447.11,1178.86,37.77,Type_2,Area_4,Type_3
10862,2678,229,29,255,50,3131,165,251,211,1550,50.37,265.96,1022.33,10.1,Type_4,Area_3,Type_3
12337,2157,295,41,108,73,270,80,193,236,618,41.3,301.27,894.94,9.77,Type_10,Area_4,Type_3
6751,2413,54,25,201,62,618,225,179,74,1209,47.24,329.14,890.56,51.32,Type_10,Area_4,Type_3
3176,2192,331,25,277,31,591,153,200,181,547,41.14,347.84,449.63,11.46,Type_10,Area_4,Type_3
2451,2125,291,23,277,114,339,149,229,217,408,46.21,428.16,558.27,29.96,Type_10,Area_4,Type_3
6091,2466,20,15,67,16,841,208,206,132,300,55.14,272.49,626.86,42.38,Type_6,Area_4,Type_3
5257,2317,34,25,242,80,1284,207,177,94,993,34.13,324.51,557.43,17.8,Type_10,Area_4,Type_3
8249,2647,167,20,391,88,1660,232,243,133,2295,84.79,156.26,829.27,26.85,Type_4,Area_3,Type_3
12242,2266,347,24,134,69,570,166,193,160,541,33.18,193.83,865.07,35.52,Type_2,Area_4,Type_3
3108,2141,33,30,258,132,457,200,161,80,466,30.54,382.19,847.91,24.79,Type_6,Area_4,Type_3
11023,2459,248,26,60,29,882,156,248,223,876,84.41,377.74,479.21,22.3,Type_4,Area_3,Type_3
10712,2585,207,2,95,7,769,218,241,160,1328,47.23,352.84,1195.78,5.06,Type_11,Area_3,Type_3
14891,2445,260,35,120,55,433,117,234,242,417,71.07,280.64,573.44,44.53,Type_4,Area_3,Type_3
3998,2268,10,31,272,143,997,171,163,116,1233,53.67,204.01,414.58,22.46,Type_10,Area_4,Type_3
12278,1993,291,41,127,96,150,78,197,240,300,66.09,432.88,106.92,24.74,Type_10,Area_4,Type_3
13309,2413,50,4,537,98,607,221,231,146,1092,85.91,266.81,262.14,46.66,Type_6,Area_4,Type_3
7243,2492,90,18,212,55,342,245,208,85,1008,37.19,426.18,831.7,49.03,Type_2,Area_3,Type_3
14939,2617,124,13,95,9,1485,241,231,117,379,52.01,323.69,853.54,60.73,Type_11,Area_3,Type_3
12355,2121,315,18,85,33,379,169,222,192,484,62.23,151.6,671.03,38.68,Type_10,Area_4,Type_3
4792,2355,300,25,120,13,1239,143,221,214,990,87.2,180.73,174.36,21.45,Type_10,Area_4,Type_3
10935,2696,169,10,323,149,2452,228,244,148,1044,55.98,226.97,395.95,44.63,Type_4,Area_3,Type_3
3443,2106,148,21,30,3,630,243,233,109,671,42.7,185.04,255.85,27.03,Type_6,Area_4,Type_3
6152,2356,96,15,170,21,446,242,218,101,700,62.41,206.2,398.17,56.5,Type_2,Area_4,Type_3
7222,2596,113,20,67,35,1556,250,215,84,1142,44.68,268.36,496.88,16.07,Type_4,Area_3,Type_3
13755,2584,179,13,175,46,1215,225,248,152,1172,41.57,366.72,1111.09,19.17,Type_4,Area_3,Type_3
2847,2234,292,37,85,25,785,95,205,236,636,77.25,402.73,781.25,54.08,Type_10,Area_4,Type_3
13950,2559,125,9,42,5,1756,236,234,128,1809,83.92,402.87,1040.39,52.4,Type_4,Area_3,Type_3
5323,2425,80,11,300,71,295,234,221,118,426,54.3,234.69,985.97,47.07,Type_2,Area_4,Type_3
5740,2321,143,21,108,37,1454,245,230,103,816,57.33,356.58,989.77,31.33,Type_3,Area_4,Type_3
10662,2538,175,8,30,-3,2268,225,244,153,2154,32.88,226.29,738.76,64.51,Type_2,Area_3,Type_3
8238,2653,129,15,418,118,1645,243,230,111,2227,77.56,150.5,441.75,13.48,Type_4,Area_3,Type_3
10864,2454,181,14,153,50,912,224,248,154,1276,60.39,439.18,270.76,38.43,Type_3,Area_3,Type_3
8521,2696,129,18,234,67,2514,247,226,101,2275,57.14,192.51,908.71,16.3,Type_10,Area_3,Type_3
12569,2296,208,19,162,91,960,204,254,179,604,64.89,223.53,1046.47,42.43,Type_6,Area_4,Type_3
2179,2126,291,18,268,119,323,167,234,206,661,71.65,330.47,682.01,43.49,Type_1,Area_4,Type_3
7083,2650,357,4,430,97,671,213,232,157,1124,55.97,187.79,415.59,41.73,Type_2,Area_3,Type_3
11323,2683,49,19,598,275,577,224,195,97,1455,43.91,249.28,453.21,31.1,Type_4,Area_3,Type_3
1871,2097,23,16,408,89,516,209,204,128,342,79.07,171.13,148.02,18.12,Type_5,Area_4,Type_3
13319,2413,140,4,576,93,655,225,238,148,1158,83.26,275.72,1051.8,13.86,Type_6,Area_4,Type_3
3321,2339,180,1,361,-49,67,219,239,157,618,62.91,277.64,786.02,26.15,Type_2,Area_4,Type_3
5565,2473,6,5,192,73,660,214,230,154,1575,85.84,232.5,1034.73,56.71,Type_6,Area_4,Type_3
2987,2110,334,19,216,106,362,173,211,176,541,33.1,183.55,478.12,19.05,Type_10,Area_4,Type_3
6541,2463,326,5,150,50,228,206,234,166,371,41.31,197.66,239.75,59.19,Type_6,Area_4,Type_3
4085,2344,351,18,426,219,1047,185,206,157,1318,43.12,278.68,583.44,41.74,Type_10,Area_4,Type_3
12052,2110,342,5,134,82,323,210,233,161,626,49.79,300.87,188.34,9.89,Type_1,Area_4,Type_3
10843,2476,231,26,124,55,1071,170,253,210,1302,82.12,274.85,782.12,10.22,Type_3,Area_3,Type_3
12032,2077,246,22,134,50,484,170,251,214,467,50.32,170.95,752.0,44.74,Type_1,Area_4,Type_3
10880,2656,231,23,153,64,3066,178,253,206,1426,85.93,377.25,1032.68,17.37,Type_4,Area_3,Type_3
7483,2506,184,17,108,20,1126,222,249,155,1131,56.37,233.4,321.77,38.92,Type_4,Area_3,Type_3
1838,2074,348,18,499,107,566,183,208,161,277,50.3,210.63,1086.11,7.43,Type_5,Area_4,Type_3
11002,2515,113,13,108,13,1695,241,227,113,631,38.27,257.56,939.64,21.82,Type_4,Area_3,Type_3
8102,2736,152,16,120,6,2397,238,239,126,2329,89.3,252.51,1148.17,30.63,Type_11,Area_3,Type_3
11336,2457,222,19,390,49,342,192,254,193,1034,63.95,337.58,569.49,19.34,Type_2,Area_3,Type_3
13365,2340,66,15,210,-18,361,233,210,105,702,49.1,380.29,211.58,60.61,Type_2,Area_4,Type_3
11954,2057,264,25,270,62,330,150,242,226,242,71.66,350.99,1015.59,32.08,Type_5,Area_4,Type_3
8104,2677,89,20,108,22,2228,246,203,78,2553,32.84,216.11,362.17,43.45,Type_2,Area_3,Type_3
13510,2401,273,25,210,72,201,146,237,227,569,65.56,217.3,1096.06,58.9,Type_10,Area_4,Type_3
7107,2654,27,3,430,126,759,218,232,151,1087,31.69,408.99,976.92,44.7,Type_2,Area_3,Type_3
5188,2429,79,10,67,14,962,234,222,119,1231,51.8,214.62,354.85,36.35,Type_6,Area_4,Type_3
2319,2122,341,23,175,117,234,165,198,168,564,55.31,281.65,197.25,16.31,Type_10,Area_4,Type_3
2111,2093,247,23,127,64,402,164,250,218,552,38.44,324.87,653.49,41.11,Type_1,Area_4,Type_3
7260,2565,221,19,95,22,1326,194,254,191,1176,56.67,419.7,949.81,27.11,Type_4,Area_3,Type_3
5368,2360,67,10,295,153,127,231,219,120,1409,52.26,375.48,384.47,8.83,Type_2,Area_4,Type_3
3969,2340,275,28,108,44,1041,133,233,232,201,65.3,387.75,394.1,8.14,Type_6,Area_4,Type_3
2015,2151,177,23,295,134,481,224,245,140,430,61.95,446.47,102.21,43.41,Type_1,Area_4,Type_3
5656,2449,168,14,421,106,700,230,245,143,780,37.79,447.89,198.95,52.62,Type_3,Area_4,Type_3
14154,2676,158,20,175,47,2430,237,239,123,2335,40.17,320.41,679.76,5.66,Type_10,Area_3,Type_3
2109,2035,323,23,95,32,150,154,209,191,716,46.61,307.66,917.67,21.76,Type_10,Area_4,Type_3
2958,2417,68,21,150,38,947,236,193,79,685,81.7,264.13,91.69,34.58,Type_10,Area_4,Type_3
1876,2044,276,25,108,49,153,144,236,227,277,62.53,245.12,978.55,29.17,Type_5,Area_4,Type_3
4421,2096,134,23,42,15,242,249,223,90,836,35.91,427.84,807.68,29.76,Type_1,Area_4,Type_3
3764,2270,53,9,430,112,1421,226,220,128,902,47.28,249.65,996.9,40.96,Type_2,Area_4,Type_3
13326,2519,313,10,361,76,175,194,233,179,2001,33.03,265.11,1012.38,14.42,Type_6,Area_4,Type_3
11090,2536,44,13,331,108,1116,222,211,121,1113,68.8,358.61,753.38,48.93,Type_4,Area_3,Type_3
11011,2494,102,17,108,21,1624,246,216,93,664,60.76,251.92,310.97,21.47,Type_4,Area_3,Type_3
11157,2445,114,17,95,5,1850,247,220,96,90,86.58,366.54,911.54,22.13,Type_2,Area_3,Type_3
11266,2664,64,7,361,43,1026,227,226,133,983,83.69,234.14,637.84,35.93,Type_11,Area_3,Type_3
4251,2277,292,33,90,42,1290,113,214,232,684,52.67,161.72,543.96,15.9,Type_10,Area_4,Type_3
3467,2256,301,28,330,181,1505,132,215,217,926,57.31,365.75,266.92,19.94,Type_10,Area_4,Type_3
13119,2367,58,12,268,160,150,228,214,117,1382,87.53,381.92,762.39,17.85,Type_2,Area_4,Type_3
2293,1999,46,37,67,51,153,204,135,36,384,42.42,198.78,600.12,47.13,Type_1,Area_4,Type_3
1828,2018,341,27,351,34,390,152,188,168,190,88.11,431.83,129.11,63.93,Type_5,Area_4,Type_3
13593,2699,143,11,430,-24,671,236,238,130,180,85.22,368.67,604.2,26.59,Type_4,Area_3,Type_3
6039,2273,101,21,134,22,201,249,207,76,916,37.61,449.05,348.43,51.32,Type_3,Area_4,Type_3
3105,2195,277,40,228,105,511,85,212,248,553,45.52,201.65,455.29,9.92,Type_10,Area_4,Type_3
12955,2376,284,21,124,34,1176,158,235,215,1050,55.25,378.16,851.54,45.72,Type_10,Area_4,Type_3
15089,2603,355,19,134,63,1377,186,204,153,636,65.72,202.26,606.66,52.88,Type_11,Area_3,Type_3
11235,2589,33,18,376,100,1283,214,198,114,661,41.2,434.21,1030.63,14.0,Type_11,Area_3,Type_3
2016,2077,99,26,285,117,331,252,194,54,518,54.67,435.64,997.8,18.39,Type_1,Area_4,Type_3
12403,2255,329,36,309,163,540,113,172,185,366,54.67,214.65,1017.1,8.89,Type_10,Area_4,Type_3
6478,2423,55,26,297,60,698,225,174,66,693,37.02,444.2,1164.76,23.82,Type_10,Area_4,Type_3
4768,2337,350,33,120,46,297,143,166,148,408,35.84,374.3,1136.21,55.47,Type_10,Area_4,Type_3
5818,2510,314,14,335,85,360,183,229,186,1784,64.85,196.46,561.22,56.43,Type_10,Area_4,Type_3
11129,2617,198,18,268,191,1974,212,252,169,371,56.88,151.81,393.05,62.84,Type_4,Area_3,Type_3
